콘텐츠명,판매채널콘텐츠ID,콘텐츠ID,판매채널명,콘텐츠형태,지급정산상태,승인상태,지급정산마스터ID,지급정산상세ID,통합계약ID,지급정산마스터_등록일자
범고래 가문의 아기 해달님 [단행본],846050,322613,예원북스(북팔),소설,운영중,승인,1038699,1031503,79775,2025-07-03T16:33:21
범고래 가문의 아기 해달님 [단행본],846049,322613,엠유네트웍스,소설,운영중,승인,1038698,1031502,79775,2025-07-03T16:33:21
범고래 가문의 아기 해달님 [단행본],846048,322613,에피루스 이북클럽(B2C),소설,운영중,승인,1038697,1031501,79775,2025-07-03T16:33:20
범고래 가문의 아기 해달님 [단행본],846047,322613,에이블리(소설),소설,운영중,승인,1038696,1031500,79775,2025-07-03T16:33:20
범고래 가문의 아기 해달님 [단행본],846046,322613,알라딘(소설)(1068659313),소설,운영중,승인,1038695,1031499,79775,2025-07-03T16:33:20
범고래 가문의 아기 해달님 [단행본],846045,322613,쏘울픽쳐스,소설,운영중,승인,1038694,1031498,79775,2025-07-03T16:33:20
범고래 가문의 아기 해달님 [단행본],846044,322613,신영미디어,소설,운영중,승인,1038693,1031497,79775,2025-07-03T16:33:19
범고래 가문의 아기 해달님 [단행본],846043,322613,스토린랩(원스토어),소설,운영중,승인,1038692,1031496,79775,2025-07-03T16:33:19
범고래 가문의 아기 해달님 [단행본],846042,322613,스토리위즈,소설,운영중,승인,1038691,1031495,79775,2025-07-03T16:33:19
범고래 가문의 아기 해달님 [단행본],846041,322613,스타로,소설,운영중,승인,1038690,1031494,79775,2025-07-03T16:33:19
범고래 가문의 아기 해달님 [단행본],846040,322613,스낵북(알에스),소설,운영중,승인,1038689,1031493,79775,2025-07-03T16:33:19
범고래 가문의 아기 해달님 [단행본],846039,322613,블라이스_일반결제,소설,운영중,승인,1038688,1031492,79775,2025-07-03T16:33:18
범고래 가문의 아기 해달님 [단행본],846038,322613,블라이스_인앱결제,소설,운영중,승인,1038687,1031491,79775,2025-07-03T16:33:18
범고래 가문의 아기 해달님 [단행본],846037,322613,블라이스 셀렉트,소설,운영중,승인,1038686,1031490,79775,2025-07-03T16:33:18
범고래 가문의 아기 해달님 [단행본],846036,322613,북팔(소설),소설,운영중,승인,1038685,1031489,79775,2025-07-03T16:33:18
범고래 가문의 아기 해달님 [단행본],846035,322613,북큐브(소설),소설,운영중,승인,1038684,1031488,79775,2025-07-03T16:33:18
범고래 가문의 아기 해달님 [단행본],846034,322613,부커스,소설,운영중,승인,1038683,1031487,79775,2025-07-03T16:33:17
범고래 가문의 아기 해달님 [단행본],846033,322613,버프툰_일반,소설,운영중,승인,1038682,1031486,79775,2025-07-03T16:33:17
범고래 가문의 아기 해달님 [단행본],846032,322613,버프툰_독점,소설,운영중,승인,1038681,1031485,79775,2025-07-03T16:33:17
범고래 가문의 아기 해달님 [단행본],846031,322613,밀리의 서재,소설,운영중,승인,1038680,1031484,79775,2025-07-03T16:33:17
범고래 가문의 아기 해달님 [단행본],846030,322613,미스터블루(소설),소설,운영중,승인,1038679,1031483,79775,2025-07-03T16:33:17
범고래 가문의 아기 해달님 [단행본],846029,322613,미소설,소설,운영중,승인,1038678,1031482,79775,2025-07-03T16:33:16
범고래 가문의 아기 해달님 [단행본],846028,322613,문피아,소설,운영중,승인,1038677,1031481,79775,2025-07-03T16:33:16
범고래 가문의 아기 해달님 [단행본],846027,322613,무툰(소설 서비스),소설,운영중,승인,1038676,1031480,79775,2025-07-03T16:33:16
범고래 가문의 아기 해달님 [단행본],846026,322613,모픽(mofic),소설,운영중,승인,1038675,1031479,79775,2025-07-03T16:33:16
범고래 가문의 아기 해달님 [단행본],846025,322613,마나부(스튜디오M),소설,운영중,승인,1038674,1031478,79775,2025-07-03T16:33:16
범고래 가문의 아기 해달님 [단행본],846024,322613,리디북스(이벤트),소설,운영중,승인,1038673,1031477,79775,2025-07-03T16:33:16
범고래 가문의 아기 해달님 [단행본],846023,322613,리디북스(소설),소설,운영중,승인,1038672,1031476,79775,2025-07-03T16:33:15
범고래 가문의 아기 해달님 [단행본],846022,322613,로망띠끄,소설,운영중,승인,1038671,1031475,79775,2025-07-03T16:33:15
범고래 가문의 아기 해달님 [단행본],846021,322613,레진KR,소설,운영중,승인,1038670,1031474,79775,2025-07-03T16:33:15
범고래 가문의 아기 해달님 [단행본],846020,322613,레드아이스,소설,운영중,승인,1038669,1031473,79775,2025-07-03T16:33:15
범고래 가문의 아기 해달님 [단행본],846019,322613,누온,소설,운영중,승인,1038668,1031472,79775,2025-07-03T16:33:15
범고래 가문의 아기 해달님 [단행본],846018,322613,노벨피아 (소설),소설,운영중,승인,1038667,1031471,79775,2025-07-03T16:33:15
범고래 가문의 아기 해달님 [단행본],846017,322613,네이버_장르(광고수익),소설,운영중,승인,1038666,1031470,79775,2025-07-03T16:33:14
범고래 가문의 아기 해달님 [단행본],846016,322613,네이버_장르,소설,운영중,승인,1038665,1031469,79775,2025-07-03T16:33:14
범고래 가문의 아기 해달님 [단행본],846015,322613,네이버_일반,소설,운영중,승인,1038664,1031468,79775,2025-07-03T16:33:14
범고래 가문의 아기 해달님 [단행본],846014,322613,네이버_연재(광고수익),소설,운영중,승인,1038663,1031467,79775,2025-07-03T16:33:14
범고래 가문의 아기 해달님 [단행본],846013,322613,네이버_연재,소설,운영중,승인,1038662,1031466,79775,2025-07-03T16:33:14
범고래 가문의 아기 해달님 [단행본],846012,322613,국내 유통-카카오 이모티콘,소설,운영중,승인,1038661,1031465,79775,2025-07-03T16:33:13
범고래 가문의 아기 해달님 [단행본],846011,322613,구루컴퍼니,소설,운영중,승인,1038660,1031464,79775,2025-07-03T16:33:13
범고래 가문의 아기 해달님 [단행본],846010,322613,구글(소설),소설,운영중,승인,1038659,1031463,79775,2025-07-03T16:33:13
범고래 가문의 아기 해달님 [단행본],846009,322613,교보문고(톡소다),소설,운영중,승인,1038658,1031462,79775,2025-07-03T16:33:13
범고래 가문의 아기 해달님 [단행본],846008,322613,교보문고(소설),소설,운영중,승인,1038657,1031461,79775,2025-07-03T16:33:12
100층 탈출,846007,322612,교보문고(소설),소설,운영중,승인,1038656,1031460,79774,2025-07-03T16:31:51
[세트] 범고래 가문의 아기 해달님,846006,322611,Yes24(시프트북스),소설,운영중,승인,1038654,1031458,79773,2025-07-03T16:29:07
[세트] 범고래 가문의 아기 해달님,846005,322611,Yes24(서점),소설,운영중,승인,1038653,1031457,79773,2025-07-03T16:29:07
[세트] 범고래 가문의 아기 해달님,846004,322611,OPMS,소설,운영중,승인,1038652,1031456,79773,2025-07-03T16:29:07
[세트] 범고래 가문의 아기 해달님,846003,322611,EDITIO,소설,운영중,승인,1038651,1031455,79773,2025-07-03T16:29:06
[세트] 범고래 가문의 아기 해달님,846002,322611,한아름(P000003716),소설,운영중,승인,1038650,1031454,79773,2025-07-03T16:29:06
[세트] 범고래 가문의 아기 해달님,846001,322611,한국이퍼브,소설,운영중,승인,1038649,1031453,79773,2025-07-03T16:29:06
[세트] 범고래 가문의 아기 해달님,846000,322611,피플앤스토리 (P2P 웹소설 서비스),소설,운영중,승인,1038648,1031452,79773,2025-07-03T16:29:06
[세트] 범고래 가문의 아기 해달님,845999,322611,피너툰,소설,운영중,승인,1038647,1031451,79773,2025-07-03T16:29:05
[세트] 범고래 가문의 아기 해달님,845998,322611,포스타입,소설,운영중,승인,1038646,1031450,79773,2025-07-03T16:29:05
[세트] 범고래 가문의 아기 해달님,845997,322611,펀스토리랩 (오디오북),소설,운영중,승인,1038645,1031449,79773,2025-07-03T16:29:05
[세트] 범고래 가문의 아기 해달님,845996,322611,판무림,소설,운영중,승인,1038644,1031448,79773,2025-07-03T16:29:05
[세트] 범고래 가문의 아기 해달님,845995,322611,투믹스,소설,운영중,승인,1038643,1031447,79773,2025-07-03T16:29:05
[세트] 범고래 가문의 아기 해달님,845994,322611,토스(소설),소설,운영중,승인,1038642,1031446,79773,2025-07-03T16:29:04
[세트] 범고래 가문의 아기 해달님,845993,322611,탑툰,소설,운영중,승인,1038641,1031445,79773,2025-07-03T16:29:04
[세트] 범고래 가문의 아기 해달님,845992,322611,키움증권,소설,운영중,승인,1038640,1031444,79773,2025-07-03T16:29:04
[세트] 범고래 가문의 아기 해달님,845991,322611,큐툰(소설 서비스),소설,운영중,승인,1038639,1031443,79773,2025-07-03T16:29:04
[세트] 범고래 가문의 아기 해달님,845990,322611,코미코(NHN comico),소설,운영중,승인,1038638,1031442,79773,2025-07-03T16:29:04
[세트] 범고래 가문의 아기 해달님,845989,322611,코미코(NHN comico Corp),소설,운영중,승인,1038637,1031441,79773,2025-07-03T16:29:03
[세트] 범고래 가문의 아기 해달님,845988,322611,코미코_일반결제,소설,운영중,승인,1038636,1031440,79773,2025-07-03T16:29:03
[세트] 범고래 가문의 아기 해달님,845987,322611,코미코_인앱결제,소설,운영중,승인,1038635,1031439,79773,2025-07-03T16:29:03
[세트] 범고래 가문의 아기 해달님,845986,322611,카카오페이지(창작지원금),소설,운영중,승인,1038634,1031438,79773,2025-07-03T16:29:03
[세트] 범고래 가문의 아기 해달님,845985,322611,카카오페이지(소설),소설,운영중,승인,1038633,1031437,79773,2025-07-03T16:29:02
[세트] 범고래 가문의 아기 해달님,845984,322611,카카오페이지(선투자),소설,운영중,승인,1038632,1031436,79773,2025-07-03T16:29:02
[세트] 범고래 가문의 아기 해달님,845983,322611,조아라(소설),소설,운영중,승인,1038631,1031435,79773,2025-07-03T16:29:02
[세트] 범고래 가문의 아기 해달님,845982,322611,인터파크,소설,운영중,승인,1038630,1031434,79773,2025-07-03T16:29:02
[세트] 범고래 가문의 아기 해달님,845981,322611,유페이퍼,소설,운영중,승인,1038629,1031433,79773,2025-07-03T16:29:02
[세트] 범고래 가문의 아기 해달님,845980,322611,윌라(전자책),소설,운영중,승인,1038628,1031432,79773,2025-07-03T16:29:02
[세트] 범고래 가문의 아기 해달님,845979,322611,윌라(오디오북),소설,운영중,승인,1038627,1031431,79773,2025-07-03T16:29:01
[세트] 범고래 가문의 아기 해달님,845978,322611,웹소설 하이북,소설,운영중,승인,1038626,1031430,79773,2025-07-03T16:29:01
[세트] 범고래 가문의 아기 해달님,845977,322611,원스토어(소설),소설,운영중,승인,1038625,1031429,79773,2025-07-03T16:29:01
[세트] 범고래 가문의 아기 해달님,845976,322611,올툰(소설),소설,운영중,승인,1038624,1031428,79773,2025-07-03T16:29:01
[세트] 범고래 가문의 아기 해달님,845975,322611,올툰,소설,운영중,승인,1038623,1031427,79773,2025-07-03T16:29:01
[세트] 범고래 가문의 아기 해달님,845974,322611,예원북스(북팔),소설,운영중,승인,1038622,1031426,79773,2025-07-03T16:29:00
[세트] 범고래 가문의 아기 해달님,845973,322611,엠유네트웍스,소설,운영중,승인,1038621,1031425,79773,2025-07-03T16:29:00
[세트] 범고래 가문의 아기 해달님,845972,322611,에피루스 이북클럽(B2C),소설,운영중,승인,1038620,1031424,79773,2025-07-03T16:29:00
[세트] 범고래 가문의 아기 해달님,845971,322611,에이블리(소설),소설,운영중,승인,1038619,1031423,79773,2025-07-03T16:29:00
[세트] 범고래 가문의 아기 해달님,845970,322611,알라딘(소설)(1068659313),소설,운영중,승인,1038618,1031422,79773,2025-07-03T16:29:00
[세트] 범고래 가문의 아기 해달님,845969,322611,쏘울픽쳐스,소설,운영중,승인,1038617,1031421,79773,2025-07-03T16:28:59
[세트] 범고래 가문의 아기 해달님,845968,322611,신영미디어,소설,운영중,승인,1038616,1031420,79773,2025-07-03T16:28:59
[세트] 범고래 가문의 아기 해달님,845967,322611,스토린랩(원스토어),소설,운영중,승인,1038615,1031419,79773,2025-07-03T16:28:59
[세트] 범고래 가문의 아기 해달님,845966,322611,스토리위즈,소설,운영중,승인,1038614,1031418,79773,2025-07-03T16:28:59
[세트] 범고래 가문의 아기 해달님,845965,322611,스타로,소설,운영중,승인,1038613,1031417,79773,2025-07-03T16:28:59
[세트] 범고래 가문의 아기 해달님,845964,322611,스낵북(알에스),소설,운영중,승인,1038612,1031416,79773,2025-07-03T16:28:59
[세트] 범고래 가문의 아기 해달님,845963,322611,블라이스_일반결제,소설,운영중,승인,1038611,1031415,79773,2025-07-03T16:28:58
[세트] 범고래 가문의 아기 해달님,845962,322611,블라이스_인앱결제,소설,운영중,승인,1038610,1031414,79773,2025-07-03T16:28:58
[세트] 범고래 가문의 아기 해달님,845961,322611,블라이스 셀렉트,소설,운영중,승인,1038609,1031413,79773,2025-07-03T16:28:58
[세트] 범고래 가문의 아기 해달님,845960,322611,북팔(소설),소설,운영중,승인,1038608,1031412,79773,2025-07-03T16:28:58
[세트] 범고래 가문의 아기 해달님,845959,322611,북큐브(소설),소설,운영중,승인,1038607,1031411,79773,2025-07-03T16:28:58
[세트] 범고래 가문의 아기 해달님,845958,322611,부커스,소설,운영중,승인,1038606,1031410,79773,2025-07-03T16:28:57
[세트] 범고래 가문의 아기 해달님,845957,322611,버프툰_일반,소설,운영중,승인,1038605,1031409,79773,2025-07-03T16:28:57
[세트] 범고래 가문의 아기 해달님,845956,322611,버프툰_독점,소설,운영중,승인,1038604,1031408,79773,2025-07-03T16:28:57
[세트] 범고래 가문의 아기 해달님,845955,322611,밀리의 서재,소설,운영중,승인,1038603,1031407,79773,2025-07-03T16:28:57
[세트] 범고래 가문의 아기 해달님,845954,322611,미스터블루(소설),소설,운영중,승인,1038602,1031406,79773,2025-07-03T16:28:56
[세트] 범고래 가문의 아기 해달님,845953,322611,미소설,소설,운영중,승인,1038601,1031405,79773,2025-07-03T16:28:56
[세트] 범고래 가문의 아기 해달님,845952,322611,문피아,소설,운영중,승인,1038600,1031404,79773,2025-07-03T16:28:56
[세트] 범고래 가문의 아기 해달님,845951,322611,무툰(소설 서비스),소설,운영중,승인,1038599,1031403,79773,2025-07-03T16:28:56
[세트] 범고래 가문의 아기 해달님,845950,322611,모픽(mofic),소설,운영중,승인,1038598,1031402,79773,2025-07-03T16:28:55
[세트] 범고래 가문의 아기 해달님,845949,322611,마나부(스튜디오M),소설,운영중,승인,1038597,1031401,79773,2025-07-03T16:28:55
[세트] 범고래 가문의 아기 해달님,845948,322611,리디북스(이벤트),소설,운영중,승인,1038596,1031400,79773,2025-07-03T16:28:55
[세트] 범고래 가문의 아기 해달님,845947,322611,리디북스(소설),소설,운영중,승인,1038595,1031399,79773,2025-07-03T16:28:55
[세트] 범고래 가문의 아기 해달님,845946,322611,로망띠끄,소설,운영중,승인,1038594,1031398,79773,2025-07-03T16:28:54
[세트] 범고래 가문의 아기 해달님,845945,322611,레진KR,소설,운영중,승인,1038593,1031397,79773,2025-07-03T16:28:54
[세트] 범고래 가문의 아기 해달님,845944,322611,레드아이스,소설,운영중,승인,1038592,1031396,79773,2025-07-03T16:28:54
[세트] 범고래 가문의 아기 해달님,845943,322611,누온,소설,운영중,승인,1038591,1031395,79773,2025-07-03T16:28:54
[세트] 범고래 가문의 아기 해달님,845942,322611,노벨피아 (소설),소설,운영중,승인,1038590,1031394,79773,2025-07-03T16:28:54
[세트] 범고래 가문의 아기 해달님,845941,322611,네이버_장르(광고수익),소설,운영중,승인,1038589,1031393,79773,2025-07-03T16:28:53
